"","mouse_id","month","treatment","clade_volume","ln2volume"
"552","#970","m1","UV",33477.44686,15.03090189
"553","#022","m1","UV",33484.36512,15.03119999
"554","#003","m1","UV",33636.56678,15.03774284
"555","#003","m1","UV",33664.23981,15.03892927
"556","#006","m1","UV",33691.91284,15.04011472
"557","#970","m1","UV",33781.85018,15.04396072
"558","#003","m1","UV",33823.35972,15.04573235
"559","#022","m1","UV",33830.27798,15.04602741
"560","#003","m1","UV",33851.03275,15.04691223
"561","#006","m1","UV",33961.72487,15.05162211
"562","#003","m1","UV",33989.3979,15.05279719
"563","#022","m1","UV",34003.23441,15.05338436
"564","#022","m1","UV",34030.90744,15.054558
"565","#970","m1","UV",34072.41699,15.05631667
"566","#003","m1","UV",34093.17176,15.0571952
"567","#006","m1","UV",34141.59956,15.05924303
"568","#003","m1","UV",34162.35433,15.06011978
"569","#022","m1","UV",34162.35433,15.06011978
"570","#006","m1","UV",34203.86387,15.06187169
"571","#022","m1","UV",34273.04645,15.06478681
"572","#970","m1","UV",34383.73856,15.0694388
"573","#003","m1","UV",34522.10371,15.07523276
"574","#006","m1","UV",34556.69499,15.07667762
"575","#022","m1","UV",34556.69499,15.07667762
